ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
1267,"7471014660, 7330411806","6974710146607, 6974710146607","FUME EXTRA BLUEBERRY GUAVA","MISC","1","5.25","5.250","13.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","1.00, 0.00",1,"59.62",10,3,"B",0,"general",0,"95621",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1268,"7503907146","6975039071465","TORTUGA LEATHER BLUE","MISC","1","10.00","10.000","25.00",,,,,"Tax","SMOKE DEVICES",,"UNKNOWN","0.00",0,"60.00",1,1,"D",0,"general",0,"73701",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1269,"7503907147","6975039071472","TORTUGA LEATHER ORANGE","MISC","1","10.00","10.000","25.00",,,,,"Tax","SMOKE DEVICES",,"UNKNOWN","0.00",0,"60.00",1,0,"D",0,"general",0,"39645",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1270,"7581983301","6975819833016","POSEIDON MACKEREL","MISC","1","5.00","5.000","12.99",,,,,"Tax","SMOKE DEVICES",,"UNKNOWN","5.00",5,"61.51",0,0,"D",0,"general",0,"07267",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1272,"7598405286","6975984052861","RAZ 9K STRAWBERRY ICE","MISC","1","9.79","8.400","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"63.74",5,3,"D",0,"general",0,"29455",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1273,"7598405294","6975984052946","RAZ 9K POLAR ICE","MISC","1","9.79","11.600","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"63.74",5,4,"D",0,"general",0,"95269",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1274,"7598405298, 9011000006","8990110000064, 8990110000064","RAZ 9K BLUE RAZZ ICE","12ML","1","9.79","10.400","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00, 2.00",2,"63.74",5,3,"A",0,"general",0,"45660",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1275,"7598405302, 9011000004","6975984053028, 0000","RAZ 9K MIAMI MINT","MISC","1","9.79","9.400","27.00",,,,,"Tax","NICOTINE VAPES",,"KARINA DROPPED MERCH","0.00, 10.00",10,"63.74",0,0,"D",0,"general",0,"55183",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1276,"7598405308, 9011000012","8990110000125, 8990110000125","RAZ 9K GRAPE ICE","9K","1","9.79","10.400","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00, 2.00",2,"63.74",5,2,"A",0,"general",0,"49699",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1277,"7598405304","6975984053042","RAZ 9K MANGO COLADA","MISC","1","9.79","15.600","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","1.00",1,"63.74",0,0,"D",0,"general",0,"47088",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1278,"7598405310, 9011000018","8990110000187, 8990110000187","RAZ 9K TRIPLE BERRY ICE","MISC","1","9.79","13.000","27.00",,,,,"Tax","NICOTINE VAPES",,"Smoke Nation","0.00, 1.00",1,"63.74",5,1,"B",0,"general",0,"43218",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1279,"7598405314","6975984053141","RAZ 9K CACTUS JACK","MISC","1","9.79","15.600","27.00",,,,,"Tax","NICOTINE VAPES",,"UNKNOWN","0.00",0,"63.74",3,3,"D",0,"general",0,"39834",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1280,"7598405312, 9011000014","8990110000149, 8990110000149","RAZ 9K WATERMELON ICE",,"1","9.79","13.000","27.00",,,,,"Tax","NICOTINE VAPES",,"Smoke Nation","0.00, 2.00",2,"63.74",5,2,"A",0,"general",0,"30646",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1281,"7598405471, 9011000032","6975984054711, 0000","RAZ 9K RUBY",,"1","9.80","9.800","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00, 5.00",5,"63.70",0,0,"D",0,"general",0,"33370",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1282,"7598405505","6975984055053","RAZ 9K BLUE RAZ COTTON CLOUDZ",,"1","9.79","15.600","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"63.74",5,2,"D",0,"general",0,"84424",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1284,"7598405473","6975984054735","RAZ 9K VICKY",,"1","9.79","15.600","27.00",,,,,"Tax","NICOTINE VAPES",,"UNKNOWN","0.00",0,"63.74",1,1,"D",0,"general",0,"05880",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1285,"7598405700","6975984057002","RAZ LTX 25K BANGIN SOUR BERRIES","MISC","1","11.79","19.500","32.00",,,,,"Tax","NICOTINE VAPES",,"UNKNOWN","0.00",0,"63.16",0,0,"D",0,"general",0,"26822",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1289,"7598405750","6975984057507","RAZ 9K BLACK CHERRY PEACH",,"1","9.79","12.000","27.00",,,,,"Tax","NICOTINE VAPES",,"YMY GREEN","0.00",0,"63.74",0,0,"D",0,"general",0,"51779",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1290,"7598405752","6975984057521","RAZ 9K SOUR MANGO PINEAPPLE",,"1","9.79","15.600","27.00",,,,,"Tax","NICOTINE VAPES",,"BLACK BUNKER","0.00",0,"63.74",5,3,"D",0,"general",0,"02629",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1291,"7598405754","6975984057545","RAZ 9K TROPICAL STORM",,"1","9.79","8.400","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"63.74",5,3,"D",0,"general",0,"11807",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1292,"4507200846, 5002066928","850020669288, 850020669288","AMAYU BURITI","12OZ","1","1.98","1.980","3.99",,,,,"Tax","BEVERAGES ","NOTAX","POLYKON USA","0.00, 38.00",38,"50.38",2,2,"B",0,"general",0,"99810",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1293,"6676293969","7466762939690","PIRUCREAM LARGE PACK 2.3OZ","MISC","1","1.99","2.000","3.50",,,,,"Tax","SNACKS","NOTAX","PRINY","1.00",1,"43.14",0,0,"D",0,"general",0,"26275",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1294,"6857220022","7468572200229","PLASTIFAR FOAM PLATES 25CT","MISC","1","1.24","1.240","2.50",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","0.00",0,"50.40",1,1,"D",0,"general",0,"77193",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1297,"9101685113","7591016851135","CHOCOLATE DE LECHE SAVOY",,"1","0.97","0.970","2.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","0.00",0,"51.50",3,3,"D",0,"general",0,"80208",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1298,"9101685497","7591016854976","GALAK","MISC","1","0.97","0.970","2.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","0.00",0,"51.50",1,1,"D",0,"general",0,"42205",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1299,"9101687343","7591016873434","SAMBA FRESA 32 G",,"1","0.99","0.990","2.00",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","12.00",12,"50.50",2,2,"C",0,"general",0,"74751",20,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1301,"1450001001","7614500010013","TOBLERONE MILK CHOCOLATE 100GR",,"1","2.72","2.720","3.50",,,,,"Tax","SNACKS","NOTAX","PRINY","16.00",16,"22.29",20,3,"B",0,"general",0,"83685",20,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1303,"2221006311","7622210063113","MILKA XL CHOCO COOKIES","MISC","1","2.99","2.990","4.99",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","0.00",0,"40.08",0,0,"D",0,"general",0,"53480",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1305,"2221026924, 9112814310","891128143102, 891128143102","MILKA CHIPS AHOY CHOCOLATE 100GR","MISC","1","1.60","1.300","3.50",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","0.00, 0.00",0,"54.29",22,7,"B",0,"general",0,"35534",22,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1307,"2221037163","7622210371638","MILKA BUBBLY CHOCOLATE 100GR","MISC","1","1.60","1.250","3.50",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","0.00",0,"54.29",1,0,"D",0,"general",0,"69612",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1309,"2221081855","7622210818553","MILKA CHOCO WAFER 150GR","150G","1","2.99","2.990","4.99",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","0.00",0,"40.08",2,2,"D",0,"general",0,"64808",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1311,"0201111146","7702011111463","BONBONBUM ASSRT","60OZ","1","0.10","0.100","0.50",,,,,"Tax","SNACKS","NOTAX","Jetro","53.00",53,"80.00",100,17,"B",0,"general",0,"41038",100,,,,,0,0,"Inventory Item",,,0,1,0,0,"BONBONBUM ASSRT",,0,0
1312,"0201100177","7702011001771","COLOMBINA COFFE DELIGHT BAN","100UNITS","1","3.14","3.140","8.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","6.00",6,"60.75",0,0,"D",0,"general",0,"20934",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1314,"0209723011","7702097230119","AREQUIPE DULCE DE LECHE","MISC","1","4.49","4.490","9.99",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","0.00",0,"55.06",1,1,"D",0,"general",0,"15388",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1317,"0870470005","7808704700058","MISIONES D RENGO CABERNET","MISC","1","6.00","6.000","12.00",,,,,"Tax","WINE","WINE","EARTHVIEW WINE","9.00",9,"50.00",6,3,"A",0,"general",0,"89252",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1318,"0870470006","7808704700065","MISIONES D RENGO SAUVIGNON BLANC","MISC","1","6.00","6.000","12.00",,,,,"Tax","WINE","WINE","EARTHVIEW WINE","0.00",0,"50.00",12,7,"A",0,"general",0,"65751",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1319,"0870470008","7808704700089","MISIONES D RENGO CHARDONNAY RESERVA","MISC","1","7.50","7.500","14.00",,,,,"Tax","WINE","WINE","EARTHVIEW WINE","9.00",9,"46.43",12,2,"B",0,"general",0,"71841",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1320,"0870470011","7808704700119","MISIONES DE RENGO CABERNET GRAN RESERVA","MISC","1","11.68","12.500","21.99",,,,,"Tax","WINE","WINE","JACK MORGAN","3.00",3,"46.88",1,1,"B",0,"general",0,"38897",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1321,"0870470014","7808704700140","MISIONES D RENGO MERLOT","MISC","1","5.88","6.000","11.99",,,,,"Tax","WINE","WINE","EARTHVIEW WINE","4.00",4,"50.96",12,1,"B",0,"general",0,"12406",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1324,"9896229202","7898962292020","CANAL FLORES MALBEC *NO RESTOCK*","MISC","1","10.48","10.000","23.00",,,,,"Tax","WINE","WINE","EARTHVIEW WINE","4.00",4,"54.43",0,0,"D",0,"general",0,"81545",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1325,"0007002051","8000070020511","LAVAZZA COFFEE BEANS","MISC","1","10.00","0.000","10.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Jetro","5.00",5,"9.01",1,1,"B",0,"general",0,"89812",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1326,"0007003876","8000070038769","LAVAZZA CREMA GUSTA","MISC","1","5.29","5.290","9.99",,,,,"Tax","PANTRY ITEMS","NOTAX","UNKNOWN","0.00",0,"47.05",1,0,"D",0,"general",0,"15227",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1327,"0050027355, 9626583018","8000500273555, 8000500273555","HANUTA 2X 44GR","MISC","1","2.90","2.900","2.99",,,,,"Tax","SNACKS","NOTAX","PRINY","6.00, 0.00",6,"3.01",18,5,"B",0,"general",0,"88681",18,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1328,"0050033177","8000500331774","HANUTA RIEGEL 34.5GR","MISC","1","1.15","1.150","2.50",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","0.00",0,"54.00",2,2,"D",0,"general",0,"74542",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1329,"0050031039","8000500310397","NUTELLA BISCUITS 12X 100GR TUBE","MISC","1","4.49","4.490","6.99",,,,,"Tax","SNACKS","NOTAX","PRINY","11.00",11,"35.77",20,4,"B",0,"general",0,"59682",20,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1330,"0050038466","8000500384664","KINDER BUENO ICE CREAM CHOCOLATE 4X","MISC","1","6.29","6.290","11.99",,,,,"Tax","ICE CREAMS",,"EUROSTAR","0.00",0,"47.54",8,4,"B",0,"general",0,"41258",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1331,"0050036353","8000500363539","FERRERO ROCHER ICE CREAM CLASSIC 4X","MISC","1","6.69","6.690","11.99",,,,,"Tax","ICE CREAMS",,"EUROSTAR","2.00",2,"44.20",7,5,"A",0,"general",0,"57580",7,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1334,"0785601876","8007856018762","IOSONO VINO MISTICO *NO RESTOCK*","MISC","1","5.00","5.000","16.99",,,,,"Tax","WINE","WINE","JACK MORGAN","5.00",5,"70.57",0,0,"D",0,"general",0,"72875",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1336,"0882015357","8008820153571","RIVA DEL LAGO SPARKLING BRUT *NO RESTOCK*","MISC","1","7.05","6.000","14.99",,,,,"Tax","WINE","WINE","JACK MORGAN","1.00",1,"52.97",0,0,"D",0,"general",0,"41898",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1340,"1022390253","8410223902531","EL ALMENDRO TURRON","MISC","1","4.67","4.670","5.99",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","0.00",0,"22.04",0,0,"D",0,"general",0,"02767",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1343,"2540249892, 9175900100","191759001001, 191759001001","CYRIL HOOKAH HOSE","MISC","1","4.09","4.090","5.25",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","0.00, 1.00",1,"22.10",0,0,"D",0,"general",0,"48011",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1344,"3700692001","8437006920018","MARQUES DE TERAN RIOJA","MISC","1","12.51","12.000","19.99",,,,,"Tax","WINE","WINE","EARTHVIEW WINE","0.00",0,"37.42",6,3,"D",0,"general",0,"41638",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1345,"3701631801","8437016318010","VIYUELA CRIANZA","MISC","1","13.69","10.000","27.00",,,,,"Tax","WINE","WINE","JACK MORGAN","4.00",4,"49.30",8,1,"B",0,"general",0,"23879",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1346,"1961442210","8559016445623","ONE HITTER METAL CIGARRETTE LIGHTER","MISC","1","0.79","0.790","3.00",,,,,"Tax","LIGHTERS,TORCH, BUTANE",,"UNKNOWN","87.00",87,"73.67",0,0,"D",0,"general",0,"32500",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1347,"0003703411","8600037034119","GUARANA NO SLEEP","MISC","1","1.43","1.450","2.50",,,,,"Tax","BEVERAGES ","NOTAX","EUROSTAR","48.00",48,"42.80",0,0,"D",0,"general",0,"62924",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1348,"8151138242","8681511382421","ADALYA 250G LOVE","MISC","1","10.75","10.750","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","2.00",2,"58.64",2,2,"A",0,"general",0,"44467",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1349,"8151138255","8681511382551","ADALYA 250G MINT","MISC","1","10.75","10.750","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","1.00",1,"58.64",1,1,"B",0,"general",0,"03552",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1350,"8151138351","8681511383510","ADALYA 50G ENGLISH LORD","MISC","1","4.67","4.670","5.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","2.00",2,"22.04",0,0,"D",0,"general",0,"09290",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1351,"8151138677","8681511386771","ADALYA 50G LOVE 66","MISC","1","1.88","1.880","5.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","1.00",1,"68.61",0,0,"D",0,"general",0,"45947",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1352,"8151138691","8681511386917","ADALYA 50G MINT","MISC","1","4.67","4.670","5.99",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","10.00",10,"22.04",1,1,"C",0,"general",0,"52156",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1353,"8165570011","8681655700112","ADALYA 50G MI AMOR","MISC","1","2.30","1.830","5.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","7.00",7,"61.60",1,1,"C",0,"general",0,"14388",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1354,"8165571753","8681655717530","ADALYA 250G MI AMOR","MISC","1","10.75","10.750","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","1.00",1,"58.64",1,1,"B",0,"general",0,"34033",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1355,"8165571790","8681655717905","ADALYA 250G ENGLISH LORD","MISC","1","12.00","12.000","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","2.00",2,"53.83",0,0,"D",0,"general",0,"85562",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1356,"8165576510","8681655765104","ADALYA 250G STRAWBERRY SPLASH","MISC","1","20.27","20.270","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","1.00",1,"22.01",0,0,"D",0,"general",0,"22819",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1357,"9063204916","8690632049168","NESQUICK GOFRET WAFER","MISC","1","0.69","0.690","2.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","17.00",17,"65.50",0,0,"D",0,"general",0,"97157",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1358,"9121602062","8691216020627","HARIBO GUMMY BEARS","MISC","1","0.97","0.970","2.50",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","0.00",0,"61.20",0,0,"D",0,"general",0,"63333",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1359,"9121602202","8691216022027","HARIBO STARMIX","80G","1","0.97","0.970","2.50",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","0.00",0,"61.20",1,1,"D",0,"general",0,"11270",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1361,"4863004907","8748630049076","EZ SPLITZ","MISC","1","0.43","0.430","1.50",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","53.00",53,"71.33",0,0,"D",0,"general",0,"82734",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1362,"3468003344","8934680033442","OREO WAFER ROLL","MISC","1","1.39","1.390","3.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","1.00",1,"53.67",0,0,"D",0,"general",0,"27716",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1364,"5575580004, 9213834752, 5410019199","9555755800043, 9555755800043, 9555755800043","ROYAL HONEY VIP POUCH SS","1","1","0.83","0.830","4.99",,,,,"Tax","ADULT ITEMS",,"Nepa 305","14.00, 0.00, 0.00",14,"83.37",12,3,"B",0,"general",0,"64003",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1366,"9999965844","0000","Tornado Bong",,"1","20.00","0.000","50.00",,,,,"Tax","BONG/ WATER PIPES",,,"0.00",0,"60.00",0,0,"D",0,"general",0,"28035",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1367,"9999974683","0000","Pleasure Grab Bong",,"1","0.00","0.000","125.00",,,,,"Tax","BONG/ WATER PIPES",,,"1.00",1,"100.00",0,0,"D",0,"general",0,"84738",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1368,"5195481327","0000","Shark Bong",,"1","24.95","0.000","60.00",,,,,"Tax","BONG/ WATER PIPES",,,"0.00",0,"58.42",0,0,"D",0,"general",0,"31334",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1369,"6000688282","860006882822","ALL WELLO WATERMELON 11.1OZ",,"1","3.95","3.950","6.50",,,,,"Tax","BEVERAGES ","NOTAX","REP RALLY","9.00",9,"39.23",12,2,"B",0,"general",0,"84268",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1370,"6152800017","861528000176","ALL WELLO GO GREEN 11.1OZ",,"1","3.95","3.950","6.50",,,,,"Tax","BEVERAGES ","NOTAX","REP RALLY","23.00",23,"39.23",12,1,"B",0,"general",0,"42038",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1371,"5001727026","850017270268","FRUTERO MANGO ICE CREAM",,"1","0.00","0.000","3.99",,,,,"Tax","ICE CREAMS",,,"36.00",36,"100.00",0,0,"D",0,"general",0,"79460",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1373,"9999918981","0000","POLICE DISCOUNT",,"1","0.00","0.000","10.00",,,,,"Tax",,,,"0.00",0,"100.00",1,1,"C",0,"general",0,"41716",1,,,,,0,0,"Inventory Item",,,1,1,0,0,"Police Discount",,0,0
1375,"9999926626","0000","FLYER DISCOUNT $5 OFF MIN $20",,"1","0.00","0.000","-5.00",,,,,"Tax",,,,"0.00",0,"100.00",1,1,"D",0,"general",0,"71888",1,,,,,0,0,"Inventory Item",,,1,1,0,0,"FLYER DISCOUNT",,0,0
1376,"7598405522","6975984055220","RAZ 9K TOBACCO",,"1","9.79","9.000","27.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"63.74",5,1,"D",0,"general",0,"63231",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1378,"1162002016","811620020169","FAIR LIFE LACTOSE FREE WHOLE MILK",,"1","4.97","4.970","6.99",,,,,"Tax","DAIRY","NOTAX","Walmart Business","0.00",0,"28.90",3,3,"D",0,"general",0,"77025",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1379,"2840019914","028400199148","LAYS CLASSIC 8OZ",,"1","3.66","3.680","5.99",,,,,"Tax","SNACKS","NOTAX","FRITO LAY","6.00",6,"38.90",8,3,"B",0,"general",0,"65707",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1381,"7225002131","072250021319","NATURE'S OWN BRIOCHE ",,"1","0.00","0.000","4.99",,,,,"Tax","PANTRY ITEMS","NOTAX",,"0.00",0,"100.00",1,1,"D",0,"general",0,"84120",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1382,"7534300647","875343006473","EINSTEIN BROS EVERYTHING BAGELS",,"1","0.00","0.000","6.25",,,,,"Tax","PANTRY ITEMS","NOTAX",,"0.00",0,"100.00",1,1,"D",0,"general",0,"73662",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1385,"8843411568","788434115681","ONE REESE'S PROTEIN BAR",,"1","2.06","0.000","3.99",,,,,"Tax","SNACKS","NOTAX",,"1.00",1,"48.37",0,0,"D",0,"general",0,"94978",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1386,"4024314409","840243144099","BLUE BUFFALO LAMB AND BROWN RICE",,"1","0.00","0.000","22.99",,,,,"Tax","PET ITEMS",,,"0.00",0,"100.00",1,1,"D",0,"general",0,"90592",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1387,"4024314407","840243144075","BLUE BUFFALO BAG CHICKEN AND BROWN RICE",,"1","15.31","15.490","22.99",,,,,"Tax","PET ITEMS",,"Walmart Business","3.00",3,"33.41",2,1,"B",0,"general",0,"15070",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1388,"0980080220","009800802203","NUTELLA","7.75OZ","1","1.96","2.290","4.49",,,,,"Tax","PANTRY ITEMS","NOTAX","Jetro","7.00",7,"56.35",0,0,"D",0,"general",0,"11930",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1389,"7007440707","070074407074","ENSURE VANILLA SHAKE",,"1","0.00","0.000","3.99",,,,,"Tax","BEVERAGES ","NOTAX",,"2.00",2,"100.00",0,0,"D",0,"general",0,"05555",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1391,"7639703250","076397032504","REFRIED BLACK BEANS",,"1","0.00","0.000","3.49",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","2.00",2,"100.00",0,0,"D",0,"general",0,"72096",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1392,"8843411570","788434115704","ONE PROTEIN BAR HERSHEY'S COOKIES 'N' CREME",,"1","2.06","0.000","3.99",,,,,"Tax","SNACKS","NOTAX",,"0.00",0,"48.37",9,9,"D",0,"general",0,"78422",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1393,"7017707510","070177075101","TWININGS LEMON GINGER",,"1","3.97","3.970","6.50",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","2.00",2,"38.92",0,0,"D",0,"general",0,"43011",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1394,"7204100104","0000","MRS. GRIFFIN'S BBQ SAUCE",,"1","0.00","0.000","2.50",,,,,"Tax","PANTRY ITEMS","NOTAX",,"3.00",3,"100.00",0,0,"D",0,"general",0,"22018",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1395,"5000688357","850006883578","JAPANESE BBQ SAUCE",,"1","0.00","0.000","2.50",,,,,"Tax","PANTRY ITEMS","NOTAX",,"2.00",2,"100.00",0,0,"D",0,"general",0,"79058",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1396,"1005765227","0000","MELINDA'S GHOST PEPPER KETCHUP",,"1","0.00","0.000","2.50",,,,,"Tax","PANTRY ITEMS","NOTAX",,"3.00",3,"100.00",0,0,"D",0,"general",0,"20853",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
