ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Unit Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
319,"7033060006, 7033062240","070330600065, 070330600065","BIC DISPOSABLE LIGHTER",,"1","0.90","0.900","2.19",,,,,"Tax","LIGHTERS & TORCHES",,"Nepa 305","-3.00, 2.00",-1,"58.90",0,0,"D",0,"general",0,"75704",53,"followup",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
320,"7046209835","070462098358","SOUR PATCH BOX","3.50OZ","1","0.78","1.240","2.99",,,,,"Tax","SNACKS / MUNCHIES",,"UNKNOWN","0.00",0,"73.91",0,0,"D",0,"general",0,"87021",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
321,"7033066580","070330665804","DJEEP LIGHTER",,"1","0.00","0.000","3.50",,,,,"Tax","LIGHTERS & TORCHES",,"UNKNOWN","9.00",9,"100.00",0,0,"D",0,"general",0,"58764",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
322,"7084701247","070847012474","MONSTER ENERGY ZERO ULTRA 16OZ","16OZ","1","0.00","0.000","3.50",,,,,"Tax","BEVERAGES",,"JETRO","21.00",21,"100.00",3,3,"B",0,"general",0,"23730",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
323,"7084781116","070847811169","MONSTER ENERGY DRINK REGULAR 16OZ","16OZ","1","0.00","0.000","3.50",,,,,"Tax","BEVERAGES",,"KARINA DROPPED MERCH","4.00",4,"100.00",24,11,"B",0,"general",0,"81840",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
324,"7161020281","071610202818","BACKWOODS 5PK DARK LEAF","5PK","1","0.00","0.000","7.00",,,,,"Tax","TOBACCO PRODUCTS",,"UNKNOWN","4.00",4,"100.00",1,0,"D",0,"general",0,"07442",8,"sunday",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
325,"7161020309","071610203099","BACKWOODS 5PK BANANA","5PK","1","3.81","3.820","8.00",,,,,"Tax","TOBACCO PRODUCTS",,"Nepa 305","3.00",3,"52.38",8,2,"B",0,"general",0,"48601",8,"sunday",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
326,"7161020335","071610203358","BACKWOODS 5PK VANILLA","5PK","1","3.72","3.720","7.00",,,,,"Tax","TOBACCO PRODUCTS",,"Nepa 305","5.00",5,"46.86",0,0,"D",0,"general",0,"89670",8,"sunday",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
327,"7161020360","071610203600","DUTCH 2PK JAVA FUSION","2PK","1","0.00","0.000","1.50",,,,,"Tax","TOBACCO PRODUCTS",,"UNKNOWN","14.00",14,"100.00",0,0,"D",0,"general",0,"13342",15,"sunday",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
328,"7161020362","071610203624","DUTCH 2PK ROYAL HAZE","2PK","1","0.43","0.800","1.50",,,,,"Tax","TOBACCO PRODUCTS",,"Nepa 305","0.00",0,"71.33",1,1,"D",0,"general",0,"21985",15,"sunday",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
